stygianirone,2017-07-13 23:58,0,0,"Good evening, ma'am! Reflection po sa Dispatches from Marawi hehe.",,@DiNaProfMSSyj,,885528895797186560,https://twitter.com/stygianirone/status/885528895797186560,fil 
BuayaEmpang,2017-07-13 12:25,3,1,Yang di depan mata itu ISIS mbah. Udh sampe Marawi bhkn. Dan bkn kebetulan ISIS dan HTI sharing ideologi yg sama.,"([""King's Landing""], Location((42.1584349, -70.7667078, 0.0)))",,,885354346895949824,https://twitter.com/BuayaEmpang/status/885354346895949824,id
dzrhnews,2017-07-13 12:20,1,0,"Itatayong bahay kapalit ng mga nasira sa Marawi, tiniyak na matibay. RapidoHatawBalita","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,885353127779553280,https://twitter.com/dzrhnews/status/885353127779553280,fil
1MillionPHL,2017-07-13 12:18,0,0,"New post (UB: Mga batang bakwit mula Marawi, pilit itinutuloy ang pag-aaral) has been published on Your News ... -",,,,885352771532214272,https://twitter.com/1MillionPHL/status/885352771532214272,fil
cnnphilippines,2017-07-13 12:16,1,0,"Airstrikes sa Marawi City, patuloy | Balitaan live:",,,,885352239237275648,https://twitter.com/cnnphilippines/status/885352239237275648,fil
dzbb,2017-07-13 12:15,0,1,"LIVE sa DZBB: B/Gen. Restituto Padilla, AFP spokesman kaugnay sa operasyon ng militar sa Marawi City.","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885352063701471233,https://twitter.com/dzbb/status/885352063701471233,fil
dzIQ990,2017-07-13 12:15,0,0,"Pang. Duterte, nakikiramay sa mga kaanak ng mga sundalong nasawi sa friendly fire accident sa Marawi City | isaavendanoDZIQ","(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",@,,885351900165681152,https://twitter.com/dzIQ990/status/885351900165681152,fil
pilipinasvirals,2017-07-13 12:14,0,0,JULY 13 2017 ETO PALA ANG IKINAMATAY NG 2 SUNDALO SA MARAWI | PHILIPPINE NEWS | BALITA NGAYON: via YouTube,,@,,885351633617637376,https://twitter.com/pilipinasvirals/status/885351633617637376,fil
pilipinasvirals,2017-07-13 12:13,0,0,I added a video to a YouTube playlist JULY 13 2017 ETO PALA ANG IKINAMATAY NG 2 SUNDALO SA MARAWI |,,@,,885351554580172800,https://twitter.com/pilipinasvirals/status/885351554580172800,fil
ergatriol,2017-07-13 12:12,5,9,"Sobrang kapal! Dami na namamatay at di Kumakain sa Marawi, cia pachopper chopper lang! Diva!","(['Palm Springs', ' CA'], Location((33.77217945, -116.495297698, 0.0)))",,,885351326153981953,https://twitter.com/ergatriol/status/885351326153981953,fil
jv_arcena,2017-07-13 12:11,0,0,"Marcos: Kung may Marawi crisis, may hostage crisis naman sa Kongreso.","(['PH'], Location((12.44249325, 122.160395164, 0.0)))",,,885351071010271232,https://twitter.com/jv_arcena/status/885351071010271232,fil
brigadanational,2017-07-13 12:11,0,0,"Marawi Mayor, pumalag rin sa Martial Law extension Read more:","(['Makati', ' PH'], Location((14.55459465, 121.021407905, 0.0)))",,,885350914122326016,https://twitter.com/brigadanational/status/885350914122326016,fil
deodeguzman,2017-07-13 12:11,2,1,Pangulong Duterte nakiramay sa pamilya ng mga namatay sa isa nanamang friendly fire sa Marawi City. NewsRmn erelcabatbat,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @,,885350827770101760,https://twitter.com/deodeguzman/status/885350827770101760,fil
yuliananinggsi1,2017-07-13 12:10,0,0,"Nahas, Gagal Hantam Teroris di Marawi, Bom Filipina Justru Tewaskan 2 Tentara","(['Jakarta Pusat', ' DKI Jakarta'], Location((-6.18233995, 106.842871536, 0.0)))",,,885350708979093504,https://twitter.com/yuliananinggsi1/status/885350708979093504,id
cnnphilippines,2017-07-13 12:07,0,1,InsideMarawi: Ulat ni gergcahiles ang patuloy na airstrikes sa Marawi City | CNNPHBalitaan live,,@,# #,885349835678687233,https://twitter.com/cnnphilippines/status/885349835678687233,fil
DZMMTeleRadyo,2017-07-13 12:05,1,3,"RadyoPatrol Palasyo, nakikidalamhati sa pamilya ng mga sundalong nabiktima ng panibagong 'friendly fire' sa Marawi MarawiClash","(['ABS-CBN', ' Diliman', ' Quezon City'], Location((11.5874907, 122.7520466, 0.0)))",,# #,885349457105010688,https://twitter.com/DZMMTeleRadyo/status/885349457105010688,fil
DZMMTeleRadyo,2017-07-13 12:04,1,0,"RadyoPatrol Marawi, muling binulabog ng sunod-sunod na pagsabog at putukan","(['ABS-CBN', ' Diliman', ' Quezon City'], Location((11.5874907, 122.7520466, 0.0)))",,# #,885349247737970690,https://twitter.com/DZMMTeleRadyo/status/885349247737970690,fil
GiVon80,2017-07-13 12:04,0,5,ay di mo alam ang balita nakailang beses na nag attempt si Duterte pumunta ng Marawi kaya lang masama palagi panahon..at least nag attempt,,,,885349230570749952,https://twitter.com/GiVon80/status/885349230570749952,fil
cnnphilippines,2017-07-13 12:03,0,0,"Padilla, may paliwanag sa friendly fire sa Marawi | CNNPHBalitaan live",,,#,885349002622910464,https://twitter.com/cnnphilippines/status/885349002622910464,fil
MsADelaCruzINQ,2017-07-13 12:03,1,0,EXCLUSIVE: Mga larawan sa loob ng war zone area sa Marawi City - DZIQ Radyo Inquirer 990AM,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885348895781515266,https://twitter.com/MsADelaCruzINQ/status/885348895781515266,fil
gwynpli,2017-07-13 12:03,0,0,I-import sa Marawi ang hindi mag participate PurposeTourMNL,,,#,885348878630887424,https://twitter.com/gwynpli/status/885348878630887424,fil
jrnwll,2017-07-13 12:03,0,0,GRABE KAYO SA DISAPPOINTMENT HA HUHUHU PWEDE SA MARAWI SI WW,"(['UP'], Location((27.1303344, 80.859666, 0.0)))",,,885348813166174208,https://twitter.com/jrnwll/status/885348813166174208,fil
lagaligoBone,2017-07-13 12:00,0,0,"YANG ANTI PANCASILA dan menolak Perppu Ormas, sebaiknya segera bergabung dengan para milisi di Marawi. Lowongan di sana masih buanyaaakkkk!",,,,885348282167209984,https://twitter.com/lagaligoBone/status/885348282167209984,id
EagleNewsPH,2017-07-13 11:57,7,17,"Mga kababayang apektado ng Marawi crisis, nilingap ng Iglesia Ni Cristo -","(['Quezon City', 'Philippines'], Location((14.6509905, 121.0486155, 0.0)))",,,885347353758236672,https://twitter.com/EagleNewsPH/status/885347353758236672,fil
dzIQ990,2017-07-13 11:53,0,1,"Pangulong Duterte, nakiramay sa pagkasawi ng 2 sundalo sa friendly fire sa Marawi - DZIQ Radyo Inquirer 990AM","(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",,,885346538507120640,https://twitter.com/dzIQ990/status/885346538507120640,fil
dzbb,2017-07-13 11:53,1,1,"Pang. Duterte, nagpaabot ng pakikiramay sa mga kaanak ng dalawang sundalong nasawi sa 'friendly fire' sa Marawi City. | via mamutuesday","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885346312039800832,https://twitter.com/dzbb/status/885346312039800832,fil
RoldAnn26,2017-07-13 11:53,1,2,"Kung may Terorismo sa Marawi, May Hostage Crisis naman sa Kongreso!"" - Gov. Imee Marcos SupportIMEE FreeIlocosSix!""","(['Navotas City'], Location((14.6569825, 120.9478036, 0.0)))",,# #,885346300295876608,https://twitter.com/RoldAnn26/status/885346300295876608,fil
yourcupoftino,2017-07-13 11:49,0,1,"Eh di pumunta na siya sa Marawi, mukhang ready na siya eh oh","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885345476312154114,https://twitter.com/yourcupoftino/status/885345476312154114,fil
212Alumni,2017-07-13 11:48,0,0,"Ketiban Dinding Benton, Dua Tentara Filipina Tewas di Marawi u",,,#,885345065987563521,https://twitter.com/212Alumni/status/885345065987563521,id
sharringga,2017-07-13 11:46,0,0,Sana umayos na sa Marawi,"(['ala eh'], Location((12.0006859, 120.2020739, 0.0)))",,,885344721387769856,https://twitter.com/sharringga/status/885344721387769856,fil
9fG6qJa5u7oLsJc,2017-07-13 11:45,0,0,احسنتي صديقتي يسعدلي صباحكي احلئ حضن يعطكي االعافيه,"(['Iraq'], Location((33.0955793, 44.1749775, 0.0)))",,,885344475110936576,https://twitter.com/9fG6qJa5u7oLsJc/status/885344475110936576,ar
pambradaza,2017-07-13 11:44,0,2,My cousins from marawi are staying in our house for their summer tapos sad lang kay pisay cmc man sila tapos imove daw campus nila sa cdo+,"(['Butuan', ' Philippines'], Location((8.9492809, 125.5277812, 0.0)))",,,885344190191681536,https://twitter.com/pambradaza/status/885344190191681536,fil
iangenotiva05,2017-07-13 11:35,0,1,"Naa koy classmate taga marawi, na feel kaau niya ang discrimination pero ako ra siang gi ingnan na! Be proud! SA ATIN LANG MERON NITO","(['Cebu City', ' Central Visayas'], Location((10.3090298, 123.8930839, 0.0)))",,,885341989964730368,https://twitter.com/iangenotiva05/status/885341989964730368,ceb
Ivan226622,2017-07-13 11:35,0,0,"Marcos: Kung may terorismo sa Marawi, mayroon namang hostage crisis sa Kongreso. — ABS-CBN News (ABSCBNNews) July 13, 2017",,,,885341874319437824,https://twitter.com/Ivan226622/status/885341874319437824,fil
8trimedia,2017-07-13 11:34,0,0,"AFP, HINDI ITITIGIL ANG AIRSTRIKES SA MARAWI via 8trimedia NEWS TEAM READ MORE: U ka8trimedia Marawi","(['Manila Philippines'], Location((14.5906216, 120.9799696, 0.0)))",@,# # #,885341620186398720,https://twitter.com/8trimedia/status/885341620186398720,fil
Paulelli,2017-07-13 11:34,0,2,Gamitin pa ang Marawi.,,,,885341530092851200,https://twitter.com/Paulelli/status/885341530092851200,fil
NewsRmn,2017-07-13 11:32,0,0,"Pwersa ng mga terorista sa Marawi, patuloy na humihina ayon sa AFP via rmnnetworks","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885341175116214272,https://twitter.com/NewsRmn/status/885341175116214272,fil
jon_damary,2017-07-13 11:32,0,2,May terorismo sa Marawi at digmaan sa Mindanao dahil sa terorismo ng tatay mo,"([""G'n\xc3\xa8ve"", ' \xc2\xa0\xf0\x9f\x87\xa8\xf0\x9f\x87\xad', ' \xc2\xa0\xf0\x9f\x87\xba\xf0\x9f\x87\xb3 || Dabaw', ' \xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xad', ' \xc2\xa0\xf0\x9f\x87\xba\xf0\x9f\x87\xb3'], Location((53.3872442, 12.6373666, 0.0)))",,,885341134284759040,https://twitter.com/jon_damary/status/885341134284759040,fil
DZMMTeleRadyo,2017-07-13 11:32,0,1,"Marcos: Kung may terorismo sa Marawi, may hostage crisis sa Kongreso.","(['ABS-CBN', ' Diliman', ' Quezon City'], Location((11.5874907, 122.7520466, 0.0)))",,,885341077980405760,https://twitter.com/DZMMTeleRadyo/status/885341077980405760,fil
ANCALERTS,2017-07-13 11:31,0,1,"Marcos: Kung may terorismo sa Marawi, may hostage crisis sa Kongreso. Hinostage na ang finances ng Ilocos Norte.","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885341007625109504,https://twitter.com/ANCALERTS/status/885341007625109504,fil
ABSCBNNews,2017-07-13 11:31,0,2,"Marcos: Kung may terorismo sa Marawi, mayroon namang hostage crisis sa Kongreso.","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885340982476120064,https://twitter.com/ABSCBNNews/status/885340982476120064,fil
rapplerdotcom,2017-07-13 11:31,0,2,"Marcos: Kung may terorismo sa Marawi, merong hostage crisis sa kongreso.","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885340911680364544,https://twitter.com/rapplerdotcom/status/885340911680364544,fil
gmanewsfacebook,2017-07-13 11:31,0,0,Hindi hadlang ang giyera para ipagpatuloy ng ilang batang bakwit mula sa Marawi ang kanilang pag-aaral. Pero ang...,,,,885340855434829824,https://twitter.com/gmanewsfacebook/status/885340855434829824,fil
RMontajes15,2017-07-13 11:28,0,0,"baket parang kontrolado ni Dugyot ang nangyayari sa Marawi i mean parang namamaniobra nya, hello AFP","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885340210837442560,https://twitter.com/RMontajes15/status/885340210837442560,fil
i3ryok,2017-07-13 11:25,0,0,"Pangulong Duterte, nakiramay sa pagkasawi ng 2 sundalo sa friendly fire sa Marawi - c8",,,,885339491421913088,https://twitter.com/i3ryok/status/885339491421913088,fil
DZMMTeleRadyo,2017-07-13 11:24,0,3,NGAYON: Press briefing ng Joint Task Force Marawi MarawiClash LIVE:,"(['ABS-CBN', ' Diliman', ' Quezon City'], Location((11.5874907, 122.7520466, 0.0)))",,#,885339179726495744,https://twitter.com/DZMMTeleRadyo/status/885339179726495744,fil
rmnnetworks,2017-07-13 11:21,0,0,"LATESTNEWS Pwersa ng mga terorista sa Marawi, patuloy na humihina ayon sa AFP",,,#,885338426744070144,https://twitter.com/rmnnetworks/status/885338426744070144,fil
gmanewsfacebook,2017-07-13 11:17,0,0,"LIVE: Panoorin ang press briefing ng AFP sa Marawi City Sa mga Kapuso abroad, tumutok o mag-subscribe sa GMA...",,,,885337327320670209,https://twitter.com/gmanewsfacebook/status/885337327320670209,fil
jayceepasamonte,2017-07-13 11:17,0,0,Sablay nanamn airstrike sa marawi?,,,,885337241349902337,https://twitter.com/jayceepasamonte/status/885337241349902337,fil
BooksJungle,2017-07-13 11:16,0,0,Malapit ng dalawang buwan na love less ang mga Scout Rangers sa Marawi. u,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885337207308861440,https://twitter.com/BooksJungle/status/885337207308861440,fil
Update_trend,2017-07-13 11:15,0,0,MILF: Tentara Filipina Harus Kuras Kekuatan Pemberontak di Marawi,"(['Illinois', ' USA'], Location((40.0796319, -89.4339809, 0.0)))",,,885336920137449472,https://twitter.com/Update_trend/status/885336920137449472,id
Update_trend,2017-07-13 11:15,0,0,MILF: Tentara Filipina Harus Kuras Kekuatan Pemberontak di Marawi,"(['Illinois', ' USA'], Location((40.0796319, -89.4339809, 0.0)))",,,885336871579959296,https://twitter.com/Update_trend/status/885336871579959296,id
liputan6dotcom,2017-07-13 11:15,3,2,MILF: Tentara Filipina Harus Kuras Kekuatan Pemberontak di Marawi,"(['Jakarta Indonesia'], Location((-6.1753942, 106.827183, 0.0)))",,,885336779947089921,https://twitter.com/liputan6dotcom/status/885336779947089921,id
NewsRmn,2017-07-13 11:07,0,0,"COMELEC, nagbigay ng isang milyong pisong donasyon para sa mga biktima ng kaguluhan sa Marawi via rmnnetworks","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885334726059237376,https://twitter.com/NewsRmn/status/885334726059237376,fil
newstogoGNTV,2017-07-13 11:06,0,3,"VIDEO: Lugar kung saan unang sumiklab ang Marawi war, cleared na pero ghost town pa rin 9","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885334493862576129,https://twitter.com/newstogoGNTV/status/885334493862576129,fil
123_123_89,2017-07-13 11:05,0,0,People should stop generalizing Marawi as whole Mindanao. Taga mindanao ako pero walang kaguluhan sa syudad namin in long years.,,,,885334407627718657,https://twitter.com/123_123_89/status/885334407627718657,fil
rmnnetworks,2017-07-13 11:00,0,0,"LATESTNEWS COMELEC, nagbigay ng isang milyong pisong donasyon para sa mga biktima ng kaguluhan sa Marawi",,,#,885333005434183680,https://twitter.com/rmnnetworks/status/885333005434183680,fil
hzlalvrz,2017-07-13 10:58,0,2,We miss you!!! Tanginang yan kala ko nasa marawi ka na e,,,,885332659207000065,https://twitter.com/hzlalvrz/status/885332659207000065,fil
8trimedia,2017-07-13 10:57,0,0,"AFP, HINDI ITITIGIL ANG AIRSTRIKES SA Marawi ka8trimedia MarawiClash","(['Manila Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,# # # #,885332373608423425,https://twitter.com/8trimedia/status/885332373608423425,fil
PresPoliticsPh,2017-07-13 10:56,0,0,BANGON MARAWI TRENDING SONG VIDEO ! SUNDALO NAG ALAY NG KANTA PARA SA TAGA MARAWI PANOORIN: via YouTube,"(['Davao Region'], Location((7.0645241, 125.6084143, 0.0)))",@,,885332083098472448,https://twitter.com/PresPoliticsPh/status/885332083098472448,fil
PresPoliticsPh,2017-07-13 10:56,0,0,I added a video to a YouTube playlist BANGON MARAWI TRENDING SONG VIDEO ! SUNDALO NAG ALAY NG KANTA PARA SA,"(['Davao Region'], Location((7.0645241, 125.6084143, 0.0)))",@,,885332038617890817,https://twitter.com/PresPoliticsPh/status/885332038617890817,fil
ashley09nichole,2017-07-13 10:55,0,0,ano ng yari bakbkan sa marawi city i mean or what happen,,,,885331946468921345,https://twitter.com/ashley09nichole/status/885331946468921345,fil
pnagovph,2017-07-13 10:55,0,0,Lanao Sur seeks inclusion in ‘TF Bangon Marawi’ | PIA_LanaodelSur |,"(['Quezon City'], Location((14.6509905, 121.0486155, 0.0)))",@,,885331884632186881,https://twitter.com/pnagovph/status/885331884632186881,ceb
dorsiii_dorz,2017-07-13 10:55,0,1,"1055UFM HalleSky FIB Sana bukas wala na ang ubo ko, hirap kasi.. :( at sana matapos na ang gulo sa Marawi.(Mindanao)o sa buong mundo..","(['Batangas'], Location((13.916453, 121.0864884, 0.0)))",@ @,#,885331830211198977,https://twitter.com/dorsiii_dorz/status/885331830211198977,fil
byaline8,2017-07-13 10:53,0,0,Magiging isla na kontrolado ng militar. Hindi na nila bibitawan. Permanenteng kampo sa Marawi. Hindi nagbabago ang paraan ng giyera.,,,,885331392149585920,https://twitter.com/byaline8/status/885331392149585920,fil
BeritaUmat,2017-07-13 10:53,0,0,"Gagal Hantam Teroris di Marawi, Bom Filipina Justru Tewaskan 2 Tentara -","(['jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,885331209953304576,https://twitter.com/BeritaUmat/status/885331209953304576,id
Radyo_Agila1062,2017-07-13 10:52,0,1,"PNP Chief dela Rosa, kumpiyansa ring matatapos na ang krisis sa Marawi City sa loob ng 15 araw -",,,,885331109990592513,https://twitter.com/Radyo_Agila1062/status/885331109990592513,fil
RMNIloilo774,2017-07-13 10:49,0,0,"India, magpapadala na rin ng tulong sa Marawi City","(['Iloilo City', ' Western Visayas'], Location((10.7026718, 122.5686136, 0.0)))",,,885330392978292736,https://twitter.com/RMNIloilo774/status/885330392978292736,fil
dwiz882,2017-07-13 10:45,0,0,AFP tuloy ang airstrike sa Marawi City,"(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",,,885329229705080832,https://twitter.com/dwiz882/status/885329229705080832,fil
NewsRmn,2017-07-13 10:41,0,0,"Pangulong Duterte, nakiramay sa pamilya ng mga namatay sa isa nanamang friendly fire sa Marawi City via rmnnetworks","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885328382283571200,https://twitter.com/NewsRmn/status/885328382283571200,fil
prantetet,2017-07-13 10:41,0,0,We need wonder woman para ma solve ang gibat sa Marawi,,,,885328234455285760,https://twitter.com/prantetet/status/885328234455285760,fil
rmnnetworks,2017-07-13 10:40,0,0,"LATESTNEWS Pangulong Duterte, nakiramay sa pamilya ng mga namatay sa isa nanamang friendly fire sa Marawi City",,,#,885328000471810048,https://twitter.com/rmnnetworks/status/885328000471810048,fil
joalla117,2017-07-13 10:38,0,0,Wag lang Uulan.. Digong desidido sa Marawi: Maski matamaan via Balitaph,"(['Philippines\xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xad'], Location((12.7503486, 122.7312101, 0.0)))",@,,885327658661199872,https://twitter.com/joalla117/status/885327658661199872,fil
